code,first_name,second_name,web_name,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,fbref,understat,transfermarkt,dob,display_name
118335,Abdul Rahman,Baba,Baba,80,,,,,,,190,,e4086af3,684,224884,773107200000,Abdul Baba
118342,Mark,Flekken,Flekken,,,,,,,,101,91,a92ab7be,7047,125714,739929600000,Mark Flekken
118748,Mohamed,Salah,M.Salah,,234,253,191,254,233,283,308,328,e342ad68,1250,148455,708566400000,Mohamed Salah
118884,Erik,Durm,Durm,,,461,,,,,,,cf623c78,2640,93922,705628800000,Erik Durm
119471,Fabian,Schär,Schär,,,482,252,334,305,366,427,415,c8aa95da,76,135343,693187200000,Fabian Schär
119765,Allan,Marques Loureiro,Allan,,,,,502,171,183,,,cc700722,1379,126422,663292800000,Allan
120202,Wout,Weghorst,Weghorst,,,,,,700,701,183,,c4e87b8b,7052,228645,713145600000,Wout Weghorst
120250,André,Tavares Gomes,André Gomes,,,508,422,158,172,184,244,,1961b2aa,2383,221025,743990400000,André Gomes
120447,Bradley,Smith,Brad Smith,197,37,,,,,,,,c76c717c,477,175745,765849600000,Brad Smith
120721,Kevin,Mbabu,Mbabu,,,,,,,532,277,250,493924a7,983,183321,798249600000,Kevin Mbabu
121145,João,Cavaco Cancelo,João Cancelo,,,,518,277,256,306,346,353,bd6351cd,2379,182712,769996800000,João Cancelo
121160,Ederson,Santana de Moraes,Ederson M.,,240,260,212,278,257,307,352,347,3bb7b8b4,6054,238223,745545600000,Ederson
121221,Ramiro,Funes Mori,Funes Mori,132,142,,,,,,,,89cbc961,597,11111,668131200000,Ramiro Funes Mori
121570,Julian,Jeanvier,Jeanvier,,,,,,722,,,,5cb215fc,10545,134277,702000000000,Julian Jeanvier
121599,Abdoulaye,Doucouré,A.Doucoure,482,414,390,368,512,173,185,249,217,02b29014,1726,127187,725846400000,Abdoulaye Doucouré
122074,Marcus,Bettinelli,Bettinelli,,,178,,183,606,635,192,155,0d85a4e8,7076,116648,706665600000,Marcus Bettinelli
122342,Emerson,Hyndman,Hyndman,45,584,41,,,,,,,3be1a627,6457,223047,829008000000,Emerson Hyndman
122411,Cameron,Burgess,Burgess,,,,,,,,,263,da61ca98,12755,255788,814233600000,Cameron Burgess
122775,Morgan,Sanson,Sanson,,,,,647,34,36,56,,6e7f1353,3696,174094,777168000000,Morgan Sanson
122797,Callum,Paterson,Paterson,,,101,,,,,,,d2583bce,6826,169555,782006400000,Callum Paterson
122798,Andrew,Robertson,Robertson,152,475,247,181,255,234,284,307,335,2e4f5f03,1688,234803,763344000000,Andy Robertson
122806,John,McGinn,McGinn,,,,31,38,35,37,50,48,90f91999,7723,193116,782438400000,John McGinn
123125,Viktor,Fischer,Fischer,289,,,,,,,,,b5920350,1713,95755,771120000000,Viktor Fischer
123354,Kortney,Hause,Hause,,,525,25,39,36,38,45,40,bf8fad51,6859,233124,805852800000,Kortney Hause
124165,Patrick,Roberts,Roberts,,,,435,,,,,,59d93937,925,225452,855100800000,Patrick Roberts
124183,Hakim,Ziyech,Ziyech,,,,,114,131,135,218,,6622454d,8992,217111,732499200000,Hakim Ziyech
126184,Nathan,Aké,Aké,36,38,31,59,279,258,308,342,341,eaeca114,579,177476,793065600000,Nathan Aké
126187,Ruben,Loftus-Cheek,Loftus-Cheek,88,108,132,115,115,132,136,,,e97fd090,688,202886,822355200000,Ruben Loftus-Cheek
126407,Nabil,Bentaleb,Bentaleb,395,,,612,,,,,,3189f61a,914,245537,785635200000,Nabil Bentaleb
126468,Tokelo,Rantie,Rantie,50,,,,,,,,,7ef25942,958,198495,652752000000,Tokelo Rantie
128198,Sofiane,Boufal,Boufal,551,322,341,508,372,,,,,b0c71810,1734,232271,748224000000,Sofiane Boufal
128295,Christian,Nørgaard,Nørgaard,,,,,,77,79,110,101,df0a4c90,7083,148367,763257600000,Christian Nørgaard
128309,Jamal,Lowe,Lowe,,,,,,,61,73,,b2856bc0,10865,239949,774748800000,Jamal Lowe
128340,Kieffer,Moore,Moore,,,,,,,62,76,,01ce9e70,10743,275590,713232000000,Kieffer Moore
128348,Ibrahim,Amadou,Amadou,,,,507,,,,,,9260926b,3358,205503,734054400000,Ibrahim Amadou
128389,Aleksandar,Mitrović,Mitrović,,303,480,,184,,210,278,,3925dbd6,773,51152,779673600000,Aleksandar Mitrovic
130025,Luis,Hernández,Hernández,175,,,,,,,,,02d2c436,1680,62945,,
130036,Ozan,Tufan,Tufan,,,,,,557,,,,17d45fb2,9957,236471,795916800000,Ozan Tufan
130103,Hiram,Boateng,Boateng,543,,,,,,,,,929917ce,1059,244125,821059200000,Hiram Boateng
131304,William,Troost-Ekong,Troost-Ekong,,,,,,387,,,,7ed4921e,6996,192875,746841600000,William Troost-Ekong
131403,Rhys,Healey,Healey,,,573,,,,,,,07ace8c3,7340,238185,786672000000,Rhys Healey
131897,Mathew,Ryan,Ryan,,54,47,47,70,65,,,,4535e4bb,2385,128969,702691200000,Mathew Ryan
132015,Pierre-Emile,Højbjerg,Højbjerg,312,321,340,325,396,365,433,499,490,8b04d6c1,343,167799,807580800000,Pierre-Emile Højbjerg
133085,Lawrence,Vigouroux,Vigouroux,,,,,,,,181,,a949d040,12196,243591,753667200000,Lawrence Vigouroux
133798,Serge,Gnabry,Gnabry,19,,,,,,,,,88e357ef,993,159471,805680000000,Serge Gnabry
133801,Jerome,Sinclair,Sinclair,428,499,398,,,,,,,1695c659,972,236513,843177600000,Jerome Sinclair
133845,Emiliano,Marcondes,Marcondes,,,,,,,63,74,,4d960fc3,10745,232964,794707200000,Emiliano Marcondes
134383,Connor,Randall,Randall,196,,,,,,,,,412e1445,474,262545,814233600000,Connor Randall
135363,Andreas,Christensen,Christensen,,470,119,108,116,133,,,,1cb49278,200,196948,829094400000,Andreas Christensen
135365,Jeremie,Boga,Boga,,509,,,,,,,,fe012aca,3544,216569,852249600000,Jérémie Boga
135720,Kevin,Danso,Danso,,,,532,,,,,767,6e33125f,5261,263236,906163200000,Kevin Danso
138001,Tom,King,King,,,,,,,,564,556,5791b997,12245,215810,,
138009,Sullay,Kaikai,Kaikai,494,515,477,,,,,,,fc166e49,1070,244130,809395200000,Sullay Kaikai
139110,Ondrej,Duda,Duda,,,,601,,,,,,79ca3e23,5240,232418,786585600000,Ondrej Duda
140200,Thomas,Strakosha,Strakosha,,,,,,,517,116,,339fe0e8,1214,222209,795571200000,Thomas Strakosha
140941,Stipe,Perica,Perica,,,,,,388,,,,269b4638,1154,245072,805075200000,Stipe Perica
141020,Max,Meyer,Meyer,,,486,136,143,,,,,eba42d2b,338,146164,811382400000,Max Meyer
141569,Léo,Bonatini,Bonatini,,,438,,463,,,,,da23d58d,6855,181781,764812800000,Léo Bonatini
141746,Bruno,Borges Fernandes,B.Fernandes,,,,618,302,277,333,373,366,507c7bdf,1228,240306,778982400000,Bruno Fernandes
141921,Oluwaseyi,Ojo,Sheyi Ojo,207,229,,,,,,,,7b9a86e6,478,236510,866678400000,Sheyi Ojo
143877,Alexander,Sørloth,Sørloth,,620,153,,,,,,,e92cd3f7,6531,238407,818121600000,Alexander Sørloth
144485,Ivan,Toney,Toney,,,,,,78,80,117,108,e09f279b,998,251664,826934400000,Ivan Toney
144660,Didier,Ndong,Ndong,559,618,,,,,,,,885b7aa7,1720,210081,771811200000,Didier Ndong
145212,Clinton,N'Jie,N'Jie,404,,,,,,,,,77f278a0,960,241119,745372800000,Clinton N'Jie
145235,José Ángel,Esmorís Tasende,Angeliño,498,,,440,,,,,,30941e96,1040,277179,852336000000,Angeliño
146426,Oluwasemilogo Adesewo Ibidapo,Ajayi,Ajayi,,,,,419,,,,,d6192210,4490,251912,752803200000,Semi Ajayi
146610,Jack,O'Connell,O'Connell,,,,293,354,,,,,312626c1,7705,212829,764899200000,Jack O'Connell
146941,Aymeric,Laporte,Laporte,,612,268,202,280,259,309,357,,119b9a8e,2498,176553,769996800000,Aymeric Laporte
147303,Laurent,Depoitre,Depoitre,,187,210,,,,,,,aa5859cb,6038,90583,597456000000,Laurent Depoitre
147611,Paul,Onuachu,Onuachu,,,,,,,732,,470,c06d1086,11360,272855,770083200000,Paul Onuachu
147612,Richairo,Zivkovic,Zivkovic,,,,622,,,,,,d2d74d9c,8472,252755,841881600000,Richairo Zivkovic
147668,Cameron,Brannagan,Brannagan,210,,,,,,,,,9220e731,1023,261357,831600000000,Cameron Brannagan
147675,Chuba,Akpom,Akpom,493,,,,,,,,,e2b384d2,1790,197642,813196800000,Chuba Akpom
148179,Enner,Valencia,Valencia,469,460,,,,,,,,fb485406,539,139503,626140800000,Enner Valencia
148225,Anthony,Martial,Martial,267,280,301,239,303,278,345,390,,8b788c01,553,182877,818121600000,Anthony Martial
148508,Mahmoud Ahmed,Ibrahim Hassan,Trézéguet,,,,465,40,37,,,,3ae14ed1,7722,234189,780969600000,Trézéguet
149016,Lynden,Gooch,Gooch,520,,,,,,,,,1ea00b03,1027,307781,819763200000,Lynden Gooch
149051,Ethan,Robson,Ethan Robson,615,,,,,,,,,961a5164,5581,258199,,
149065,José,Malheiro de Sá,José Sá,,,,,,475,478,569,554,903b6e8b,9740,249994,727228800000,José Sá
149266,Alfie,Mawson,Mawson,558,357,487,,185,,,,,d368feb8,1727,287431,758937600000,Alfie Mawson
149468,Tyias,Browning,Browning,130,,532,,,,,,,c4e180f0,977,156934,769996800000,Jiang Guangtai
149484,Tyrone,Mings,Mings,35,36,30,445,41,38,39,51,49,8397a50c,1024,253677,731980800000,Tyrone Mings
149519,Maxwel,Cornet,Cornet,,,,,,578,575,527,515,beb391dd,3278,234781,843782400000,Maxwel Cornet
149736,Chancel,Mbemba,Mbemba,,494,316,,,,,,,e76cb9cc,849,203348,776304000000,Chancel Mbemba
149828,Islam,Slimani,Slimani,567,212,,,579,,,,,ffec9769,1682,174915,582595200000,Islam Slimani
149915,Diego,Llorente,Llorente,,,,,549,190,228,,,bba30585,2163,246291,745459200000,Diego Llorente
149929,Wes,Burns,Burns,,,,,,,,,264,b3fe23c6,12749,255731,785548800000,Wes Burns
151086,Mario,Lemina,Mario Jr.,,500,344,324,493,,698,565,557,2b471f99,1299,170934,746841600000,Mario Lemina
151119,DeAndre,Yedlin,Yedlin,389,288,310,253,335,,,,,ae0a7ddf,727,255916,742176000000,DeAndre Yedlin
151589,Leander,Dendoncker,Dendoncker,,,519,420,464,434,479,40,33,5a7301ae,7236,168157,797904000000,Leander Dendoncker
152015,Guillermo,Varela,Varela,246,,,,,,,,,5c961282,547,188862,732931200000,Guillermo Varela
152551,Jefferson,Lerma Solís,Lerma,,,494,82,,,64,231,206,9b5ce51a,2182,262980,783043200000,Jefferson Lerma
152590,Alex,Telles,Alex Telles,,,,,568,279,334,370,,e73c9bb2,1828,255755,724377600000,Alex Telles
152760,Divock,Origi,Origi,217,238,543,188,256,235,,714,,43a166b4,484,148368,798163200000,Divock Origi
152898,Ben,Davies,Davies,,,,,653,248,499,,,c9009a1f,9318,257097,,
153127,Isaac,Hayden,Hayden,,496,323,271,336,306,,413,400,c951a6df,6062,206225,795830400000,Isaac Hayden
153133,Alex,Iwobi,Iwobi,21,21,15,17,159,174,186,256,247,6ca5ec4b,500,242631,831081600000,Alex Iwobi
153256,Mohamed,Elneny,M.Elneny,22,22,16,20,526,12,4,3,,47a34c4f,496,160438,710812800000,Mohamed Elneny
153366,Harrison,Reed,Reed,307,,,,373,,211,282,254,803ae100,910,226973,791164800000,Harrison Reed
153371,Sam,Gallagher,Gallagher,,,574,316,,,,,,44361ade,4483,227183,811123200000,Sam Gallagher
153373,Sam,McQueen,McQueen,592,314,334,,,,,,,b27b49b4,1733,226968,792028800000,Sam McQueen
153379,Josh,Sims,Sims,604,323,342,,374,,,,,6d6f09dc,5565,286919,859507200000,Josh Sims
153477,Conor,Masterson,Masterson,,639,,,,,,,,db975607,6664,293784,905212800000,Conor Masterson
153601,Carlos,De Pena,De Pena,287,,,,,,,,,6b915aa1,,257740,700272000000,Carlos de Pena
153673,Jonjoe,Kenny,Kenny,616,145,161,,160,502,,,,099e666f,1084,258883,858384000000,Jonjoe Kenny
153678,Chris,Long,Long,72,,,,,,,,,52c8b203,,183298,793670400000,Chris Long
153682,Harry,Wilson,Wilson,653,,,505,257,,212,288,259,c6dc9ecd,5596,279455,858988800000,Harry Wilson
153723,John,Lundstram,Lundstram,,,,297,355,,,,,0df2b165,7708,156941,761529600000,John Lundstram
153772,Luke,McGee,McGee,529,,,,,,,,,bfa6049d,1769,183301,810000000000,Luke McGee
154043,Ainsley,Maitland-Niles,Maitland-Niles,593,546,20,4,15,13,21,,,e3a5814e,1750,285845,872812800000,Ainsley Maitland-Niles
154048,Stephy,Mavididi,Mavididi,,,,,,,,,298,30144daa,7484,340328,896572800000,Stephy Mavididi
154050,Olufela,Olomola,Olomola,589,,,,,,,,,313ba4ae,911,356569,873417600000,Olufela Olomola
154051,Oviemuno,Ejaria,Ejaria,582,,,,,,,,,a801669e,1762,337284,879811200000,Ovie Ejaria
154131,Jack,Stacey,Stacey,,,,446,,,65,,,558807c0,7823,249356,828748800000,Jack Stacey
154138,Tariqe,Fosu-Henry,Fosu,,,,,,79,,,,3dcef539,10092,249873,815529600000,Tariqe Fosu
154296,João,Palhinha Gonçalves,J.Palhinha,,,,,,,220,280,,a78ff07f,10715,257455,805248000000,João Palhinha
154506,Daniel,Bachmann,Bachmann,,582,,,,389,,,,1c0eea98,1025,120186,773712000000,Daniel Bachmann
154558,Thomas,Robson,Thomas Robson,537,,,,,,,,,a18298ff,1079,257968,810777600000,Thomas Robson
154559,Michael,Ledger,Ledger,624,,,,,,,,,a3354171,5591,320228,879552000000,Michael Ledger
154561,David,Raya Martin,Raya,,,,,,80,81,113,15,98ea5115,9676,262749,811123200000,David Raya
154566,Dominic,Solanke-Mitchell,Solanke,590,239,259,69,,,66,85,82,e77dc3b2,1679,258889,874195200000,Dominic Solanke
154976,Adnan,Januzaj,Januzaj,261,,,,,,,,,4737cebe,323,177847,791942400000,Adnan Januzaj
154998,Takuma,Asano,Asano,28,,,,,,,,,13ddc856,6087,245744,,
155197,Max,Lowe,Lowe,,,,,511,,,484,,7af88b33,8918,258885,863308800000,Max Lowe
155405,Kalvin,Phillips,Phillips,,,,,204,191,325,364,359,4f565d77,8719,351749,817862400000,Kalvin Phillips
155408,Lewis,Cook,Cook,47,46,39,79,,,67,66,64,2afc7272,1789,249089,854928000000,Lewis Cook
155503,Freddie,Woodman,Woodman,,529,553,264,,513,,,,19e50035,852,226049,857433600000,Freddie Woodman
155509,Greg,Olley,Olley,514,,,,,,,,,784b9507,1773,257533,823219200000,Greg Olley
155511,Adam,Armstrong,Armstrong,,,,,,525,408,,453,68c720b5,4419,250426,855532800000,Adam Armstrong
155513,Rolando,Aarons,Aarons,,467,,499,337,,,,,c5942695,915,258188,816480000000,Rolando Aarons
155529,Marek,Rodák,Rodák,,,,,186,,213,284,,17acc2ed,8704,186901,850435200000,Marek Rodák
155561,Ludwig,Augustinsson,Augustinsson,,,,,,,525,,,9fec8860,6083,170646,766886400000,Ludwig Augustinsson
155569,Daniel,Amartey,Amartey,182,204,226,178,227,208,257,,,1a4ef233,759,214056,787968000000,Daniel Amartey
155651,Adam,Masina,Masina,,,386,355,,390,,,,de0f152c,1441,286949,757468800000,Adam Masina
155706,Dionatan do Nascimento,Teixeira,Teixeira,326,,,,,,,,,f7f09bee,869,107617,711936000000,Dionatan Teixeira
155851,Lucas,Pérez,Lucas,549,27,502,,,,,,,a300ac7e,1700,73185,589852800000,Lucas Pérez
156069,Liam,Gibson,Gibson,,,,610,,,,,,b51f8aee,1076,312553,,
156074,Rob,Holding,Holding,484,11,6,10,16,14,5,7,202,d79a8c87,1749,253341,811555200000,Rob Holding
156658,Reece,Burke,Burke,534,596,,,,,,318,,a681b7b7,1771,264220,841622400000,Reece Burke
156660,Moses,Makasi,Makasi,664,580,,,,,,,,4ae7add0,5566,242644,811728000000,Moses Makasi
156683,Pierluigi,Gollini,Gollini,,,,,,486,,,,f0f7f62f,1841,244192,795484800000,Pierluigi Gollini
156685,Joe,Rothwell,Rothwell,,,,,,,505,81,,10a10454,561,183293,789782400000,Joe Rothwell
156686,James,Weir,Weir,566,,,,,,,,,c8d651c1,562,251058,807494400000,James Weir
156687,Ben,Pearson,Pearson,,,,,,,68,79,,a6b461e7,10742,183302,789177600000,Ben Pearson
156689,Andreas,Hoelgebaum Pereira,Andreas,263,476,481,246,304,511,346,267,240,6639e500,922,203394,820454400000,Andreas Pereira
156690,Joshua,Harrop,Harrop,674,,,,,,,,,00e1cf8f,5597,289844,818985600000,Josh Harrop
156700,Carlton,Morris,Morris,,,,,,,,326,,2da834f1,11717,246963,819072000000,Carlton Morris
157665,Filip,Lesniak,Lesniak,671,,,,,,,,,5348fe7c,5571,186383,832032000000,Filip Lesniak
157668,Harry,Winks,Winks,513,391,368,347,397,366,434,,309,2f7acede,971,249126,823219200000,Harry Winks
157775,Ken,Sema,Sema,,,446,372,,391,,,,1770bd68,6841,252345,749347200000,Ken Sema
157882,Takumi,Minamino,Minamino,,,,590,258,236,,,,f833a830,8239,165793,790214400000,Takumi Minamino
158074,Gabriel Armando,de Abreu,Gabriel,5,6,,,,,,,,b7ca5c51,493,149498,659577600000,Gabriel Paulista
158499,Ryan,Christie,Christie,,,,,,,69,65,63,26ce2263,10744,188077,793411200000,Ryan Christie
158534,Kyle,Walker-Peters,Walker-Peters,,498,358,337,375,342,409,,476,984a5a64,885,341051,860889600000,Kyle Walker-Peters
158544,Jake,Hesketh,Hesketh,586,,,,,,,,,4c83c9f8,1755,315185,827884800000,Jake Hesketh
158983,Endo,Wataru,Endo,,,,,,,,668,320,c149016b,8808,146310,729216000000,Wataru Endo
159039,Antonio,Barreca,Barreca,,,588,,,,,,,6a189491,1181,241889,795484800000,Antonio Barreca
159506,Ola,Aina,Aina,487,,,,562,,,604,422,246d153b,725,236490,844732800000,Ola Aina
159533,Adama,Traoré,Adama,563,,500,417,465,435,491,662,239,9a28eba4,900,204103,822528000000,Adama Traoré
160190,Kasey,Palmer,Palmer,,183,,,,,,,,453f566a,705,258216,847497600000,Kasey Palmer
160729,Jason,Denayer,Denayer,476,,,,,,,,,47af88b8,1039,277114,804297600000,Jason Denayer
160816,Donald,Love,Love,506,,,,,,,,,160599ed,1048,179451,786326400000,Donald Love
160817,Patrick,McNair,McNair,249,,,,,,,,,8ac454b5,559,167268,798940800000,Paddy McNair
160987,Jean-Philippe,Gbamin,Gbamin,,,,497,161,504,187,251,,6bd603db,4764,182894,811987200000,Jean-Philippe Gbamin
162344,Philip,Zinckernagel,Zinckernagel,,,,,,392,,,,a5ea254c,,271098,787536000000,Philip Zinckernagel
162651,Samir,Caetano de Souza Santos,Samir,,,,,,677,,,,92b4758e,1142,255744,786585600000,Samir
163463,Papa Alioune,Ndiaye,Badou Ndiaye,,619,,,,,,,,960acc0a,6525,211325,656985600000,Badou Ndiaye
163526,Edimilson,Fernandes,Fernandes,542,456,416,,,,,,,3bb625ac,1673,247555,829526400000,Edimilson Fernandes
163776,Erdal,Rakip,Rakip,,606,,,,,,,,e150254d,6541,230746,824169600000,Erdal Rakip
163793,Matt,Miazga,Miazga,81,,,,,,,,,9fc0f253,683,245893,806112000000,Matt Miazga
164011,Mbaye,Diagne,Diagne,,,,,648,,,,,dda3969e,9290,271966,688608000000,Mbaye Diagne
164484,Zack,Steffen,Steffen,,,,,538,260,310,367,,42130443,7817,221624,796780800000,Zack Steffen
164511,Yerry,Mina,Mina,,,506,142,162,175,188,,,6d5701f2,6521,289446,780278400000,Yerry Mina
164555,Vladimír,Coufal,Coufal,,,,,558,418,463,528,516,fdf3cb77,8965,157672,714441600000,Vladimír Coufal
165152,Glen,Rea,Rea,,,,,,,,334,,5c3f2f39,,337640,778550400000,Glen Rea
165153,Timo,Werner,Werner,,,,,117,134,137,776,509,49fe9070,65,170527,826070400000,Timo Werner
165183,Amari'i,Bell,Bell,,,,,,,,316,,399e9474,11713,278166,768096000000,Amari'i Bell
165210,Alireza,Jahanbakhsh,Jahanbakhsh,,,476,50,71,66,,,,08452314,6842,213268,745027200000,Alireza Jahanbakhsh
165659,Diego Carlos,Santos Silva,Diego Carlos,,,,,,,50,41,35,b4a014b1,5712,329145,732153600000,Diego Carlos
165808,Hélder Wander,Sousa de Azevedo e Costa,Costa,,,435,418,205,192,,,,f13d02a6,3428,173900,758332800000,Hélder Costa
165809,Bernardo,Veiga de Carvalho e Silva,Bernardo,,256,276,218,281,261,311,344,342,3eb22ec9,3635,241641,776476800000,Bernardo Silva
165911,Bartosz,Kapustka,Kapustka,497,,,,,,,,,7364c4d1,1786,246579,851299200000,Bartosz Kapustka
165990,Vincent,Janssen,Janssen,405,395,614,339,,,,,,31dce0c8,1730,207015,771638400000,Vincent Janssen
166324,Ivan,Neves Abreu Cavaleiro,I.Cavaleiro,,,434,419,187,,214,269,,979b811d,3683,149716,750902400000,Ivan Cavaleiro
166325,Carlos,Ribeiro Dias,Cafú,,,,,,,383,,,85322440,5646,203655,730684800000,Cafú
166477,Timothy,Castagne,Castagne,,,,,498,209,258,688,244,197640fd,6157,262226,818121600000,Timothy Castagne
166640,Fabián,Balbuena,Balbuena,,,464,382,443,,,,,3626f7d9,6892,285548,682905600000,Fabián Balbuena
166989,Youri,Tielemans,Tielemans,,,591,448,228,210,259,58,57,56f7a928,5956,249565,862963200000,Youri Tielemans
167074,Kenny,Tete,Tete,,,,,517,,215,285,257,77d7c96f,5973,206746,813196800000,Kenny Tete
167075,Wesley,Hoedt,Hoedt,,525,336,485,,,,,,875898c7,1203,253765,762912000000,Wesley Hoedt
167191,Marcus,Myers-Harness,Harness,,,,,,,,,271,90e9ca3d,12753,288323,825120000000,Marcus Harness
167199,Thomas,Partey,Thomas,,,,,567,15,6,15,20,529f49ab,2328,230784,739929600000,Thomas Partey
167473,José,Izquierdo,Izquierdo,,517,61,51,72,,,,,ca2bc3df,6231,147094,710467200000,José Izquierdo
167522,Jordan,Hugill,Hugill,,622,420,,444,322,,,,a36d4785,6526,291544,707616000000,Jordan Hugill
167541,Jack,Payne,Payne,,177,,,,,,,,edfbda18,,278092,783043200000,Jack Payne
167767,Robert Kenedy,Nunes do Nascimento,Kenedy,94,110,458,462,,690,138,,,5eebbfdf,689,281404,823737600000,Kenedy
167789,Baily,Cargill,Cargill,649,,,,,,,,,6dbe8f69,976,293450,804902400000,Baily Cargill
167878,Ben,Osborn,Osborn,,,,472,356,,,489,,79bc4c45,7714,218087,776044800000,Ben Osborn
167888,Joe,Lumley,Lumley,,,,,,,,,466,bdf3a08e,12762,336367,792806400000,Joe Lumley
168035,Fred,Onyedinma,Onyedinma,,,,,,,,329,,387d06b2,12549,305274,848793600000,Fred Onyedinma
168090,Mahmoud,Dahoud,Dahoud,,,,,,,,128,119,db4ed67b,205,191422,820454400000,Mahmoud Dahoud
168172,Joe,Lolley,Lolley,,176,,,,,384,,,c5f13182,6139,287167,714700800000,Joe Lolley
168196,Joel Dinis,Castro Pereira,Joel Pereira,662,262,,,,,,,,881e5db7,5575,192611,835920000000,Joel Pereira
168281,Scott,McKenna,McKenna,,,,,,,385,455,,4e5a4cbc,10757,255906,847756800000,Scott McKenna
168287,Jonathan,Calleri,Calleri,526,,,,,,,,,6922f806,1672,284727,748742400000,Jonathan Calleri
168290,Ignacio,Pussetto,Pussetto,,,,604,,,,,,62437b4f,6997,283528,819504000000,Ignacio Pussetto
168399,Will,Norris,Norris,,,422,413,583,114,,,,c73ada83,7459,285033,745113600000,Will Norris
168547,Ethan,Horvath,Horvath,,,,,,,,449,,3f65d5ce,11708,242284,802656000000,Ethan Horvath
168566,Georges-Kévin,Nkoudou,Nkoudou,565,392,497,527,,,,,,76c131da,1729,215679,792633600000,Georges-Kévin Nkoudou
168580,Ayoze,Pérez,Pérez,,302,326,265,229,211,260,,,819aa8e7,770,246968,743904000000,Ayoze Pérez
168636,Enes,Ünal,Enes Ünal,,,,,,,,804,65,f8eca1b6,6219,251106,863222400000,Enes Ünal
168717,Maksymilian,Stryjek,Stryjek,547,,,,,,,,,bfc2e586,1770,240457,837648000000,Max Stryjek
168763,Cameron,Carter-Vickers,Carter-Vickers,501,511,,,521,,,,,88ced02c,1758,341049,883526400000,Cameron Carter-Vickers
168764,Luke,Amos,Amos,,,523,351,,,,,,77128f7e,6819,258912,856656000000,Luke Amos
168765,Josh,Onomah,Onomah,399,,,,188,,216,,,6612cd8c,661,243589,862099200000,Josh Onomah
168977,Joel,Coleman,Coleman,,162,598,,,,,,,b73e459a,6041,285551,,
168991,Philip,Billing,Philip,,175,202,476,,,70,63,76,d328a254,6034,320411,834451200000,Philip Billing
169061,Dael,Fry,Fry,277,,,,,,,,,43e79bbc,5577,314140,872899200000,Dael Fry
169102,Tiemoué,Bakayoko,Bakayoko,,463,129,,,,,,,59bf127b,3429,182618,777081600000,Tiémoué Bakayoko
169130,Joel,Taylor,Taylor,631,,,,,,,,,3a6e34b9,5588,258310,,
169141,Steve,Mounie,Mounie,,188,211,,,,,,,19ba6c6d,3800,238639,780796800000,Steve Mounié
169187,Trent,Alexander-Arnold,Alexander-Arnold,523,223,245,182,259,237,285,290,311,cd1acf9d,1791,314353,907718400000,Trent Alexander-Arnold
169359,Matt,Targett,Targett,299,309,479,309,42,39,367,428,416,e514ab62,884,250478,811382400000,Matt Targett
169432,Oliver,McBurnie,McBurnie,546,372,,501,357,,,485,,78b8ac63,1736,298477,833846400000,Oliver McBurnie
169527,Joe,Williams,Joe Williams,658,,,,,,,,,44c38f2e,5547,268185,850003200000,Joe Williams
